tss_id,chromosome,coordinate,strand,sigma_factor,resolution,data_source,pubmed_references
BSGatlas-TSS-1188,basu168,1455013,-,A,22,Nicolas et al.,
BSGatlas-TSS-1189,basu168,1456081,+,A,22,Nicolas et al.,
BSGatlas-TSS-1190,basu168,1456852,+,A,0,DBTBS,11902727
BSGatlas-TSS-1191,basu168,1457158,+,F,22,Nicolas et al.,
BSGatlas-TSS-1192,basu168,1459340,+,A,0,DBTBS,11902727
BSGatlas-TSS-1193,basu168,1461437,+,F,0,DBTBS,"8021181,9009064,17962296"
BSGatlas-TSS-1194,basu168,1461746,+,G,0,DBTBS,"8021181,9009064"
BSGatlas-TSS-1195,basu168,1463526,-,A,22,Nicolas et al.,
BSGatlas-TSS-1196,basu168,1463614,+,D,0,DBTBS,"9353924,17962296"
BSGatlas-TSS-1197,basu168,1464080,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1198,basu168,1465667,+,A,22,Nicolas et al.,
BSGatlas-TSS-1199,basu168,1467453,-,A,22,Nicolas et al.,
BSGatlas-TSS-1200,basu168,1467699,+,A,22,Nicolas et al.,
BSGatlas-TSS-1201,basu168,1469053,-,E,22,Nicolas et al.,
BSGatlas-TSS-1202,basu168,1469969,+,H,0,DBTBS,"1569009,2104615,17962296"
BSGatlas-TSS-1203,basu168,1473082,-,A,22,Nicolas et al.,
BSGatlas-TSS-1204,basu168,1473126,-,E,22,Nicolas et al.,
BSGatlas-TSS-1205,basu168,1473196,-,A,22,Nicolas et al.,
BSGatlas-TSS-1206,basu168,1473437,-,A,22,Nicolas et al.,
BSGatlas-TSS-1207,basu168,1473573,+,D,0,DBTBS,"8169223,17962296"
BSGatlas-TSS-1208,basu168,1474084,+,K,22,Nicolas et al.,
BSGatlas-TSS-1209,basu168,1475064,-,A,22,Nicolas et al.,
BSGatlas-TSS-1210,basu168,1476470,-,A,22,Nicolas et al.,
BSGatlas-TSS-1211,basu168,1477032,-,K,0,DBTBS,"15383836,11011148"
BSGatlas-TSS-1212,basu168,1477963,-,A,22,Nicolas et al.,
BSGatlas-TSS-1213,basu168,1478034,+,A,0,DBTBS,"17189250,17962296"
BSGatlas-TSS-1214,basu168,1478987,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1215,basu168,1481515,+,A,22,Nicolas et al.,
BSGatlas-TSS-1216,basu168,1483444,-,E,22,Nicolas et al.,
BSGatlas-TSS-1217,basu168,1483539,+,A,22,Nicolas et al.,
BSGatlas-TSS-1218,basu168,1483671,+,E,22,Nicolas et al.,
BSGatlas-TSS-1219,basu168,1483957,+,F,22,Nicolas et al.,
BSGatlas-TSS-1220,basu168,1484046,+,A,22,Nicolas et al.,
BSGatlas-TSS-1221,basu168,1485056,+,A,22,Nicolas et al.,
BSGatlas-TSS-1222,basu168,1486013,+,A,0,DBTBS,11985717
BSGatlas-TSS-1223,basu168,1486997,+,A,0,DBTBS,"12354229,17962296"
BSGatlas-TSS-1224,basu168,1488697,-,K,22,Nicolas et al.,
BSGatlas-TSS-1225,basu168,1488929,+,A,22,Nicolas et al.,
BSGatlas-TSS-1226,basu168,1489092,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1227,basu168,1490911,+,F,22,Nicolas et al.,
BSGatlas-TSS-1228,basu168,1490940,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1229,basu168,1492084,-,A,22,Nicolas et al.,
BSGatlas-TSS-1230,basu168,1492169,+,A,22,Nicolas et al.,
BSGatlas-TSS-1231,basu168,1493734,+,A,22,Nicolas et al.,
BSGatlas-TSS-1232,basu168,1494737,+,A,22,Nicolas et al.,
BSGatlas-TSS-1233,basu168,1495388,-,E,0,DBTBS,"8990290,17962296"
BSGatlas-TSS-1234,basu168,1495464,+,A,22,Nicolas et al.,
BSGatlas-TSS-1235,basu168,1499740,+,E,22,Nicolas et al.,
BSGatlas-TSS-1236,basu168,1499840,+,A,22,Nicolas et al.,
BSGatlas-TSS-1237,basu168,1502105,-,A,22,Nicolas et al.,
BSGatlas-TSS-1238,basu168,1503557,+,W,0,DBTBS,"9987136,12207695,17962296"
BSGatlas-TSS-1239,basu168,1507375,+,F,22,Nicolas et al.,
BSGatlas-TSS-1240,basu168,1507447,+,A,22,Nicolas et al.,
BSGatlas-TSS-1241,basu168,1507540,+,A,22,Nicolas et al.,
BSGatlas-TSS-1242,basu168,1507726,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1243,basu168,1511253,+,A,22,Nicolas et al.,
BSGatlas-TSS-1244,basu168,1512258,-,A,22,Nicolas et al.,
BSGatlas-TSS-1245,basu168,1512333,+,A,22,Nicolas et al.,
BSGatlas-TSS-1246,basu168,1516271,-,A,22,Nicolas et al.,
BSGatlas-TSS-1247,basu168,1516506,-,E,22,Nicolas et al.,
BSGatlas-TSS-1248,basu168,1517627,-,I,22,Nicolas et al.,
BSGatlas-TSS-1249,basu168,1517802,+,W,0,DBTBS,"9636707,9683469,17962296"
BSGatlas-TSS-1250,basu168,1517806,+,W,0,DBTBS,"9636707,9683469,17962296"
BSGatlas-TSS-1251,basu168,1518308,+,A,0,DBTBS,"8002614,8002615,17962296"
BSGatlas-TSS-1252,basu168,1519816,-,E,22,Nicolas et al.,
BSGatlas-TSS-1253,basu168,1521320,+,A,22,Nicolas et al.,
BSGatlas-TSS-1254,basu168,1521322,-,A,22,Nicolas et al.,
BSGatlas-TSS-1255,basu168,1525039,-,A,0,BsubCyc,24187087
BSGatlas-TSS-1256,basu168,1525239,-,F,22,Nicolas et al.,
BSGatlas-TSS-1257,basu168,1525348,+,A,22,Nicolas et al.,
BSGatlas-TSS-1258,basu168,1526781,-,A,22,Nicolas et al.,
BSGatlas-TSS-1259,basu168,1527054,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1260,basu168,1527099,-,K,22,Nicolas et al.,
BSGatlas-TSS-1261,basu168,1527198,+,A,22,Nicolas et al.,
BSGatlas-TSS-1262,basu168,1527604,+,K,22,Nicolas et al.,
BSGatlas-TSS-1263,basu168,1528100,+,A,22,Nicolas et al.,
BSGatlas-TSS-1264,basu168,1528120,-,A,22,Nicolas et al.,
BSGatlas-TSS-1265,basu168,1528230,-,I,22,Nicolas et al.,
BSGatlas-TSS-1266,basu168,1528255,+,A,0,DBTBS,"11976308,1697575,17962296"
BSGatlas-TSS-1267,basu168,1530453,+,A,0,DBTBS,"11976308,1697575"
BSGatlas-TSS-1268,basu168,1530474,-,A,22,Nicolas et al.,
BSGatlas-TSS-1269,basu168,1530706,+,A,22,Nicolas et al.,
BSGatlas-TSS-1270,basu168,1533742,-,A,22,Nicolas et al.,
BSGatlas-TSS-1271,basu168,1533936,+,E,22,Nicolas et al.,
BSGatlas-TSS-1272,basu168,1534051,+,A,22,Nicolas et al.,
BSGatlas-TSS-1273,basu168,1535847,-,A,22,Nicolas et al.,
BSGatlas-TSS-1274,basu168,1535876,+,A,22,Nicolas et al.,
BSGatlas-TSS-1275,basu168,1536918,-,A,22,Nicolas et al.,
BSGatlas-TSS-1276,basu168,1536965,+,B,22,Nicolas et al.,
BSGatlas-TSS-1277,basu168,1537029,+,K,22,Nicolas et al.,
BSGatlas-TSS-1278,basu168,1537316,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1279,basu168,1537394,+,A,22,Nicolas et al.,
BSGatlas-TSS-1280,basu168,1539758,-,A,22,Nicolas et al.,
BSGatlas-TSS-1281,basu168,1541647,-,A,22,Nicolas et al.,
BSGatlas-TSS-1282,basu168,1541862,+,YlaC,0,DBTBS,"16501307,12644242,17962296"
BSGatlas-TSS-1283,basu168,1544087,+,A,0,DBTBS,16501307
BSGatlas-TSS-1284,basu168,1545588,-,A,22,Nicolas et al.,
BSGatlas-TSS-1285,basu168,1546047,-,A,22,Nicolas et al.,
BSGatlas-TSS-1286,basu168,1546082,+,A,22,Nicolas et al.,
BSGatlas-TSS-1287,basu168,1548627,-,A,22,Nicolas et al.,
BSGatlas-TSS-1288,basu168,1549218,-,H,22,Nicolas et al.,
BSGatlas-TSS-1289,basu168,1549350,-,F,22,Nicolas et al.,
BSGatlas-TSS-1290,basu168,1549383,+,E,22,Nicolas et al.,
BSGatlas-TSS-1291,basu168,1551322,-,A,22,Nicolas et al.,
BSGatlas-TSS-1292,basu168,1551908,+,A,22,Nicolas et al.,
BSGatlas-TSS-1293,basu168,1552364,+,A,22,Nicolas et al.,
BSGatlas-TSS-1294,basu168,1552772,+,I,22,Nicolas et al.,
BSGatlas-TSS-1295,basu168,1554158,+,A,22,Nicolas et al.,
BSGatlas-TSS-1296,basu168,1557217,-,E,22,Nicolas et al.,
BSGatlas-TSS-1297,basu168,1558982,-,E,0,DBTBS,"11325953,2549007,17962296"
BSGatlas-TSS-1298,basu168,1558996,-,A,0,DBTBS,"11325953,17962296"
BSGatlas-TSS-1299,basu168,1559111,+,A,22,Nicolas et al.,
BSGatlas-TSS-1300,basu168,1559218,+,A,22,Nicolas et al.,
BSGatlas-TSS-1301,basu168,1560274,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1302,basu168,1560362,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1303,basu168,1565745,-,A,22,Nicolas et al.,
BSGatlas-TSS-1304,basu168,1565755,+,Unknown,0,DBTBS,"16497325,17962296"
BSGatlas-TSS-1305,basu168,1565905,+,A,22,Nicolas et al.,
BSGatlas-TSS-1306,basu168,1566336,+,A,22,Nicolas et al.,
BSGatlas-TSS-1307,basu168,1567347,-,E,22,Nicolas et al.,
BSGatlas-TSS-1308,basu168,1567621,+,K,0,DBTBS,"15383836,17962296"
BSGatlas-TSS-1309,basu168,1568394,+,A,22,Nicolas et al.,
BSGatlas-TSS-1310,basu168,1569357,-,F,22,Nicolas et al.,
BSGatlas-TSS-1311,basu168,1569427,+,A,22,Nicolas et al.,
BSGatlas-TSS-1312,basu168,1571851,+,A,22,Nicolas et al.,
BSGatlas-TSS-1313,basu168,1571901,-,E,0,DBTBS,"12662922,17962296"
BSGatlas-TSS-1314,basu168,1572574,+,F,22,Nicolas et al.,
BSGatlas-TSS-1315,basu168,1574995,+,F,22,Nicolas et al.,
BSGatlas-TSS-1316,basu168,1575098,+,A,22,Nicolas et al.,
BSGatlas-TSS-1317,basu168,1575137,-,A,22,Nicolas et al.,
BSGatlas-TSS-1318,basu168,1575235,+,A,22,Nicolas et al.,
BSGatlas-TSS-1319,basu168,1576006,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1320,basu168,1576086,+,E,22,Nicolas et al.,
BSGatlas-TSS-1321,basu168,1577291,-,A,22,Nicolas et al.,
BSGatlas-TSS-1322,basu168,1577385,+,A,0,BsubCyc,23894131
BSGatlas-TSS-1323,basu168,1578337,+,A,0,BsubCyc,23894131
BSGatlas-TSS-1324,basu168,1580047,+,A,22,Nicolas et al.,
BSGatlas-TSS-1325,basu168,1582676,-,B,22,Nicolas et al.,
BSGatlas-TSS-1326,basu168,1584186,+,E,0,DBTBS,"8289242,17962296"
BSGatlas-TSS-1327,basu168,1585977,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1328,basu168,1586241,+,A,22,Nicolas et al.,
BSGatlas-TSS-1329,basu168,1590117,+,E,0,DBTBS,"8320223,8320224"
BSGatlas-TSS-1330,basu168,1590255,+,E,0,DBTBS,"8320223,8320224"
BSGatlas-TSS-1331,basu168,1592047,+,W,22,Nicolas et al.,
BSGatlas-TSS-1332,basu168,1592113,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1333,basu168,1596188,+,A,0,DBTBS,"1569582,10878122,17962296"
BSGatlas-TSS-1335,basu168,1596336,+,H,0,DBTBS,"1569582,1624452,10878122,17962296"
BSGatlas-TSS-1336,basu168,1596447,+,A,0,DBTBS,"1569582,10878122"
BSGatlas-TSS-1337,basu168,1596681,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1338,basu168,1599179,+,A,22,Nicolas et al.,
BSGatlas-TSS-1339,basu168,1603734,+,A,0,DBTBS,"2512576,17962296"
BSGatlas-TSS-1340,basu168,1603744,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1341,basu168,1604736,-,A,22,Nicolas et al.,
BSGatlas-TSS-1342,basu168,1605600,+,F,0,DBTBS,1902213
BSGatlas-TSS-1343,basu168,1606506,+,A,0,BsubCyc,18083814
BSGatlas-TSS-1344,basu168,1607298,+,A,22,Nicolas et al.,
BSGatlas-TSS-1345,basu168,1608782,-,A,22,Nicolas et al.,
BSGatlas-TSS-1346,basu168,1608882,+,E,22,Nicolas et al.,
BSGatlas-TSS-1347,basu168,1609107,+,H,22,Nicolas et al.,
BSGatlas-TSS-1349,basu168,1609277,+,A,22,Nicolas et al.,
BSGatlas-TSS-1350,basu168,1612187,+,D,22,Nicolas et al.,
BSGatlas-TSS-1351,basu168,1613056,+,A,22,Nicolas et al.,
BSGatlas-TSS-1352,basu168,1616224,+,F,22,Nicolas et al.,
BSGatlas-TSS-1353,basu168,1616692,+,A,22,Nicolas et al.,
BSGatlas-TSS-1354,basu168,1618154,+,A,0,DBTBS,"1709162,17962296"
BSGatlas-TSS-1355,basu168,1630103,+,A,0,DBTBS,"11004190,17962296"
BSGatlas-TSS-1356,basu168,1632297,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1357,basu168,1634762,+,A,22,Nicolas et al.,
BSGatlas-TSS-1358,basu168,1637885,-,A,22,Nicolas et al.,
BSGatlas-TSS-1359,basu168,1637910,+,E,22,Nicolas et al.,
BSGatlas-TSS-1360,basu168,1639381,-,A,22,Nicolas et al.,
BSGatlas-TSS-1361,basu168,1640646,+,A,22,Nicolas et al.,
BSGatlas-TSS-1362,basu168,1641757,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1363,basu168,1644485,-,B,22,Nicolas et al.,
BSGatlas-TSS-1364,basu168,1646367,+,A,22,Nicolas et al.,
BSGatlas-TSS-1365,basu168,1653033,+,B,22,Nicolas et al.,
BSGatlas-TSS-1366,basu168,1654683,+,K,22,Nicolas et al.,
BSGatlas-TSS-1367,basu168,1655152,+,E,22,Nicolas et al.,
BSGatlas-TSS-1368,basu168,1655299,+,E,22,Nicolas et al.,
BSGatlas-TSS-1369,basu168,1655359,+,E,0,DBTBS,"8231808,17962296"
BSGatlas-TSS-1370,basu168,1655880,-,A,22,Nicolas et al.,
BSGatlas-TSS-1371,basu168,1655960,+,A,22,Nicolas et al.,
BSGatlas-TSS-1372,basu168,1656025,+,A,22,Nicolas et al.,
BSGatlas-TSS-1373,basu168,1658195,+,A,22,Nicolas et al.,
BSGatlas-TSS-1374,basu168,1661937,+,A,0,DBTBS,"16932747,17962296"
BSGatlas-TSS-1375,basu168,1665309,+,A,22,Nicolas et al.,
BSGatlas-TSS-1376,basu168,1665639,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1377,basu168,1666541,+,A,22,Nicolas et al.,
BSGatlas-TSS-1378,basu168,1669432,+,K,0,DBTBS,11021934
BSGatlas-TSS-1379,basu168,1671689,-,D,22,Nicolas et al.,
BSGatlas-TSS-1380,basu168,1671791,+,A,0,DBTBS,"8335643,17962296"
BSGatlas-TSS-1381,basu168,1675933,+,A,22,Nicolas et al.,
BSGatlas-TSS-1382,basu168,1676463,+,A,22,Nicolas et al.,
BSGatlas-TSS-1383,basu168,1677431,+,D,22,Nicolas et al.,
BSGatlas-TSS-1384,basu168,1679487,-,A,22,Nicolas et al.,
BSGatlas-TSS-1385,basu168,1680380,+,A,22,Nicolas et al.,
BSGatlas-TSS-1386,basu168,1680543,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1387,basu168,1683508,+,A,22,Nicolas et al.,
BSGatlas-TSS-1388,basu168,1685780,+,E,22,Nicolas et al.,
BSGatlas-TSS-1389,basu168,1687163,+,A,0,DBTBS,"7783641,17962296"
BSGatlas-TSS-1390,basu168,1687243,+,A,22,Nicolas et al.,
BSGatlas-TSS-1391,basu168,1691052,+,D,0,DBTBS,"6241578,9657996,17962296"
BSGatlas-TSS-1392,basu168,1691214,+,A,0,DBTBS,"10940026,9657996,17962296"
BSGatlas-TSS-1393,basu168,1695239,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1394,basu168,1710731,-,K,22,Nicolas et al.,
BSGatlas-TSS-1395,basu168,1716477,+,A,0,DBTBS,9335309
BSGatlas-TSS-1396,basu168,1717302,+,F,22,Nicolas et al.,
BSGatlas-TSS-1397,basu168,1717808,+,A,22,Nicolas et al.,
BSGatlas-TSS-1398,basu168,1721108,+,A,22,Nicolas et al.,
BSGatlas-TSS-1399,basu168,1722813,+,A,22,Nicolas et al.,
BSGatlas-TSS-1400,basu168,1731513,+,F,22,Nicolas et al.,
BSGatlas-TSS-1401,basu168,1731599,+,A,0,DBTBS,8491709
BSGatlas-TSS-1402,basu168,1732383,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1403,basu168,1736069,+,B,22,Nicolas et al.,
BSGatlas-TSS-1404,basu168,1737630,+,A,22,Nicolas et al.,
BSGatlas-TSS-1405,basu168,1738824,+,A,22,Nicolas et al.,
BSGatlas-TSS-1406,basu168,1739325,+,A,22,Nicolas et al.,
BSGatlas-TSS-1407,basu168,1741689,-,I,22,Nicolas et al.,
BSGatlas-TSS-1408,basu168,1742207,+,E,22,Nicolas et al.,
BSGatlas-TSS-1409,basu168,1743890,+,E,22,Nicolas et al.,
BSGatlas-TSS-1410,basu168,1744314,+,K,0,DBTBS,"8098035,8345520,17962296"
BSGatlas-TSS-1411,basu168,1745936,+,A,0,DBTBS,8098035
BSGatlas-TSS-1412,basu168,1745970,+,Unknown,0,DBTBS,8098035
BSGatlas-TSS-1413,basu168,1749377,+,A,0,BsubCyc,24187087
BSGatlas-TSS-1414,basu168,1749899,-,E,22,Nicolas et al.,
BSGatlas-TSS-1415,basu168,1751161,+,F,22,Nicolas et al.,
BSGatlas-TSS-1416,basu168,1752193,+,A,0,DBTBS,"2507870,17962296"
BSGatlas-TSS-1417,basu168,1754743,+,A,22,Nicolas et al.,
BSGatlas-TSS-1418,basu168,1755585,+,F,22,Nicolas et al.,
BSGatlas-TSS-1419,basu168,1756968,+,A,22,Nicolas et al.,
BSGatlas-TSS-1420,basu168,1757013,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1421,basu168,1760417,+,F,22,Nicolas et al.,
BSGatlas-TSS-1422,basu168,1760430,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1423,basu168,1760797,+,A,22,Nicolas et al.,
BSGatlas-TSS-1424,basu168,1761830,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1425,basu168,1764614,+,A,0,DBTBS,"7690748,17962296"
BSGatlas-TSS-1426,basu168,1765815,+,W,22,Nicolas et al.,
BSGatlas-TSS-1427,basu168,1767136,+,A,22,Nicolas et al.,
BSGatlas-TSS-1428,basu168,1769531,+,E,22,Nicolas et al.,
BSGatlas-TSS-1429,basu168,1769795,+,E,22,Nicolas et al.,
BSGatlas-TSS-1430,basu168,1769827,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1431,basu168,1770412,+,A,22,Nicolas et al.,
BSGatlas-TSS-1432,basu168,1772787,+,A,22,Nicolas et al.,
BSGatlas-TSS-1433,basu168,1774973,+,E,0,DBTBS,"1691789,17962296"
BSGatlas-TSS-1434,basu168,1775042,+,K,0,DBTBS,"1691789,15383836,17962296"
BSGatlas-TSS-1435,basu168,1775692,+,A,22,Nicolas et al.,
BSGatlas-TSS-1436,basu168,1780399,+,A,22,Nicolas et al.,
BSGatlas-TSS-1437,basu168,1781165,-,A,22,Nicolas et al.,
BSGatlas-TSS-1438,basu168,1781894,+,A,22,Nicolas et al.,
BSGatlas-TSS-1439,basu168,1781905,-,E,22,Nicolas et al.,
BSGatlas-TSS-1440,basu168,1782643,+,A,22,Nicolas et al.,
BSGatlas-TSS-1441,basu168,1783660,+,A,22,Nicolas et al.,
BSGatlas-TSS-1442,basu168,1797667,-,K,22,Nicolas et al.,
BSGatlas-TSS-1443,basu168,1859838,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1444,basu168,1859882,-,A,22,Nicolas et al.,
BSGatlas-TSS-1445,basu168,1860435,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1446,basu168,1861311,-,A,22,Nicolas et al.,
BSGatlas-TSS-1447,basu168,1862738,-,A,0,DBTBS,"10589719,17962296"
BSGatlas-TSS-1448,basu168,1862895,-,A,22,Nicolas et al.,
BSGatlas-TSS-1449,basu168,1862898,+,A,22,Nicolas et al.,
BSGatlas-TSS-1450,basu168,1863384,+,A,22,Nicolas et al.,
BSGatlas-TSS-1451,basu168,1864190,+,A,22,Nicolas et al.,
BSGatlas-TSS-1452,basu168,1865427,-,A,22,Nicolas et al.,
BSGatlas-TSS-1453,basu168,1865824,+,E,22,Nicolas et al.,
BSGatlas-TSS-1454,basu168,1865827,-,K,22,Nicolas et al.,
BSGatlas-TSS-1455,basu168,1866340,+,A,22,Nicolas et al.,
BSGatlas-TSS-1456,basu168,1867334,+,H,22,Nicolas et al.,
BSGatlas-TSS-1457,basu168,1867450,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1458,basu168,1868101,+,A,22,Nicolas et al.,
BSGatlas-TSS-1459,basu168,1868569,+,A,0,DBTBS,"16885274,17962296"
BSGatlas-TSS-1460,basu168,1872786,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1461,basu168,1873592,-,K,0,DBTBS,"8407798,17962296"
BSGatlas-TSS-1462,basu168,1873754,+,E,22,Nicolas et al.,
BSGatlas-TSS-1463,basu168,1874073,+,E,0,DBTBS,"2514336,1787791,17962296"
BSGatlas-TSS-1464,basu168,1874186,+,K,0,DBTBS,"1787791,17962296"
BSGatlas-TSS-1465,basu168,1875250,+,A,22,Nicolas et al.,
BSGatlas-TSS-1466,basu168,1877935,+,A,0,DBTBS,"2906311,17962296"
BSGatlas-TSS-1467,basu168,1878372,+,L,22,Nicolas et al.,
BSGatlas-TSS-1468,basu168,1880043,+,A,22,Nicolas et al.,
BSGatlas-TSS-1469,basu168,1881406,+,A,22,Nicolas et al.,
BSGatlas-TSS-1470,basu168,1882156,-,A,22,Nicolas et al.,
BSGatlas-TSS-1471,basu168,1883135,+,H,22,Nicolas et al.,
BSGatlas-TSS-1472,basu168,1884125,+,A,22,Nicolas et al.,
BSGatlas-TSS-1473,basu168,1884169,+,A,22,Nicolas et al.,
BSGatlas-TSS-1474,basu168,1886709,-,E,22,Nicolas et al.,
BSGatlas-TSS-1475,basu168,1887031,+,A,0,DBTBS,"9973552,17962296"
BSGatlas-TSS-1476,basu168,1889195,-,K,22,Nicolas et al.,
BSGatlas-TSS-1477,basu168,1891737,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1478,basu168,1891743,-,A,22,Nicolas et al.,
BSGatlas-TSS-1479,basu168,1891804,+,A,0,DBTBS,"2454911,17962296"
BSGatlas-TSS-1480,basu168,1896059,-,A,22,Nicolas et al.,
BSGatlas-TSS-1481,basu168,1896225,+,A,22,Nicolas et al.,
BSGatlas-TSS-1482,basu168,1899209,-,E,22,Nicolas et al.,
BSGatlas-TSS-1483,basu168,1899547,+,A,22,Nicolas et al.,
BSGatlas-TSS-1484,basu168,1900855,-,A,22,Nicolas et al.,
BSGatlas-TSS-1485,basu168,1901408,-,K,22,Nicolas et al.,
BSGatlas-TSS-1486,basu168,1901856,+,K,22,Nicolas et al.,
BSGatlas-TSS-1487,basu168,1902168,+,A,22,Nicolas et al.,
BSGatlas-TSS-1488,basu168,1902262,-,A,22,Nicolas et al.,
BSGatlas-TSS-1489,basu168,1903319,+,K,22,Nicolas et al.,
BSGatlas-TSS-1490,basu168,1904266,-,A,22,Nicolas et al.,
BSGatlas-TSS-1491,basu168,1904790,-,A,22,Nicolas et al.,
BSGatlas-TSS-1492,basu168,1905221,-,K,0,DBTBS,"1518043,1691789,17962296"
BSGatlas-TSS-1493,basu168,1905540,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1494,basu168,1905605,-,A,22,Nicolas et al.,
BSGatlas-TSS-1495,basu168,1905706,+,E,22,Nicolas et al.,
BSGatlas-TSS-1496,basu168,1906752,-,A,22,Nicolas et al.,
BSGatlas-TSS-1497,basu168,1907351,+,F,0,DBTBS,"16497325,17962296"
BSGatlas-TSS-1498,basu168,1907806,-,A,22,Nicolas et al.,
BSGatlas-TSS-1499,basu168,1911492,+,A,22,Nicolas et al.,
BSGatlas-TSS-1500,basu168,1913240,-,K,22,Nicolas et al.,
BSGatlas-TSS-1501,basu168,1915124,+,K,0,DBTBS,"16385044,15383836"
BSGatlas-TSS-1502,basu168,1915132,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1503,basu168,1915254,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1504,basu168,1915271,-,A,22,Nicolas et al.,
BSGatlas-TSS-1505,basu168,1916552,-,F,22,Nicolas et al.,
BSGatlas-TSS-1506,basu168,1916636,+,W,0,DBTBS,"11244082,12207695,17962296"
BSGatlas-TSS-1507,basu168,1917432,+,W,22,Nicolas et al.,
BSGatlas-TSS-1508,basu168,1918301,-,A,22,Nicolas et al.,
BSGatlas-TSS-1509,basu168,1918355,+,A,22,Nicolas et al.,
BSGatlas-TSS-1510,basu168,1918426,-,D,22,Nicolas et al.,
BSGatlas-TSS-1511,basu168,1919432,+,A,22,Nicolas et al.,
BSGatlas-TSS-1512,basu168,1919830,+,A,22,Nicolas et al.,
BSGatlas-TSS-1513,basu168,1920082,-,A,22,Nicolas et al.,
BSGatlas-TSS-1514,basu168,1921964,+,A,22,Nicolas et al.,
BSGatlas-TSS-1515,basu168,1922495,+,A,22,Nicolas et al.,
BSGatlas-TSS-1516,basu168,1922524,-,A,22,Nicolas et al.,
BSGatlas-TSS-1517,basu168,1923059,-,A,22,Nicolas et al.,
BSGatlas-TSS-1518,basu168,1923126,-,A,22,Nicolas et al.,
BSGatlas-TSS-1519,basu168,1923130,+,A,0,DBTBS,"10781554,17962296"
BSGatlas-TSS-1520,basu168,1923997,+,A,0,DBTBS,10781554
BSGatlas-TSS-1521,basu168,1924447,+,A,0,DBTBS,10781554
BSGatlas-TSS-1522,basu168,1925451,-,A,22,Nicolas et al.,
BSGatlas-TSS-1523,basu168,1925528,+,K,22,Nicolas et al.,
BSGatlas-TSS-1524,basu168,1925538,-,A,22,Nicolas et al.,
BSGatlas-TSS-1525,basu168,1925915,+,E,22,Nicolas et al.,
BSGatlas-TSS-1526,basu168,1926048,-,K,0,DBTBS,"9068633,11150673"
BSGatlas-TSS-1527,basu168,1926056,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1528,basu168,1926452,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1529,basu168,1926464,-,F,0,DBTBS,"10806362,17962296"
BSGatlas-TSS-3401,basu168,1926587,+,A,22,Nicolas et al.,
BSGatlas-TSS-1530,basu168,1926612,+,A,0,DBTBS,"1310745,17962296"
BSGatlas-TSS-1531,basu168,1926704,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1532,basu168,1930038,+,F,22,Nicolas et al.,
BSGatlas-TSS-1533,basu168,1930249,+,F,0,DBTBS,"10333516,17962296"
BSGatlas-TSS-1534,basu168,1930250,+,F,0,DBTBS,"10333516,17962296"
BSGatlas-TSS-1535,basu168,1930742,+,A,22,Nicolas et al.,
BSGatlas-TSS-1536,basu168,1931874,-,A,22,Nicolas et al.,
BSGatlas-TSS-1538,basu168,1932544,-,A,22,Nicolas et al.,
BSGatlas-TSS-1539,basu168,1932634,+,A,22,Nicolas et al.,
BSGatlas-TSS-1540,basu168,1933162,+,A,22,Nicolas et al.,
BSGatlas-TSS-1541,basu168,1938452,-,A,22,Nicolas et al.,
